,Lat,Lng,Income,Outage_sec_perweek,Tenure,MonthlyCharge,Bandwidth_GB_Year
0,0.12890343793667683,0.1416788577057846,-0.3342084149424746,-0.7952028968631101,-1.0487462125145348,-0.003942558795863967,-1.138487026758293
1,1.2072551291405214,0.370086286860827,-0.6557925664677233,0.6665696089165577,-1.2620011592580802,1.6303258974820913,-1.1858758365750726
2,1.4386699496482487,0.1416788577057846,-1.223023110263633,0.29480515932583723,-0.709939803296579,-0.29522481741427764,-0.6121377506525425
3,-1.3530676443832979,-2.417619373888118,-0.7861451018290636,1.9294335515493761,-0.6595239638828064,-1.2265210716378776,-0.5618571466817585
4,-2.161304681323479,-0.606743861392555,0.20568108389072134,-0.7287711517565162,-1.2425512017143743,-0.5280857047971815,-1.4281844686402452
5,-1.4424260878205675,0.399680213501225,-0.6109856117700808,-0.6212912894105339,-1.0409751428135001,0.2883698820424217,-1.0767888928661473
6,-0.5717406700210487,0.36686676493293835,-1.135891467609131,0.46370936714802813,-0.8051442122278709,0.6402676647225805,-0.6796212586964383
7,-0.7973214466488333,-0.7518334920305134,-0.4187335133790907,-0.8685480076611044,-1.1444758337339471,-1.3430982633741453,-1.1041299460065446
8,-2.410003053997739,0.6300525476314077,1.0761074023167165,-1.6749626902515975,-0.9948475885163598,-1.2844669060845046,-0.9516201278501973
9,0.04991737919595754,0.35222351435955895,0.6820253983087757,-0.508604080332953,-1.1763258177700682,-0.23618767028397689,-1.319603139560853
10,0.6715078265140066,1.0570099717351187,-0.6147139360831781,-0.25960021241588194,-0.5770772231059956,0.05433745551954222,-0.3036692559674181
11,0.12890343793667683,1.8829178507267232,-0.8134913054795062,-1.3049499739380777,-0.9078143071046398,-0.527764868835358,-1.012157858334297
12,0.5411375643764889,-0.23191448369786324,2.250251460776631,-0.6790892751567529,-0.8136641324836795,-0.8193965142531648,-1.0049277035553403
13,1.2306070784367125,1.5631159472423204,-0.1862516232207511,-1.6193481838953125,-0.6673905557377415,0.28752742274395915,-0.6606519202176776
14,0.6526018287725189,0.06085171243249296,1.3397773115686298,0.7025764501577312,-0.9252790723682481,-0.2948056836666627,-0.8283261280844844
15,1.5665569686974323,-0.07420942833879605,2.503044511438146,0.3127473020961629,-0.7811957463028438,0.11704315239957072,-0.7103868401018525
16,-0.3037982901105179,-2.7341992217180366,-0.18895336867581447,1.3830726444512813,-0.7088806634846492,0.5202835849094483,-0.604966841184781
17,-0.9160236210264673,0.8136033034199681,0.39648781177441994,-0.06727674365300428,-1.218636000354586,0.6999856072733608,-1.1487550410882605
18,-0.8478042913928796,-0.07437327599199958,0.16759824416178176,-0.16803250371038714,-0.6586643495147995,-0.46887827730447623,-0.7135525973023463
19,-1.1552599812434554,0.162607861675886,-0.7594362305989354,0.3614597063351264,-0.8214296515667315,-0.5281706586760181,-0.6581869982279508
20,0.6454856022090368,0.008624850686232373,0.1845782993069786,0.8118576612943589,-0.5321993969828047,0.28768908662194215,-0.48601005518490786
21,0.2241950747056915,0.47379509473414516,0.4701942041004899,-1.1855200955502376,-1.2143752859646828,-1.0509561028982644,-1.280548499448172
22,0.8991256736970137,-0.5083558793706773,-0.38673135956758775,-0.24728614053066983,-1.054162420093918,-1.1099082961497284,-1.2261101571312558
