,Income,MonthlyCharge,zscore
0,28561.99,172.455519,-0.003942558795863967
1,21704.77,242.632554,1.6303258974820913
2,9609.57,159.947583,-0.29522481741427764
3,18925.23,119.95684,-1.2265210716378776
4,40074.19,149.948316,-0.5280857047971815
5,22660.2,185.007692,0.2883698820424217
6,11467.5,200.118516,0.6402676647225805
7,26759.64,114.950905,-1.3430982633741453
8,58634.51,117.468591,-1.2844669060845046
9,50231.4,162.482694,-0.23618767028397689
10,22580.7,174.958118,0.05433745551954222
11,18342.12,149.962093,-0.527764868835358
12,83671.08,137.439154,-0.8193965142531648
13,31716.91,184.971516,0.28752742274395915
14,64256.81,159.965581,-0.2948056836666627
15,89061.45,177.65076,0.11704315239957072
16,31659.3,194.966286,0.5202835849094483
17,44142.81,202.682861,0.6999856072733608
18,39262.14,152.490739,-0.46887827730447623
19,19494.75,149.944668,-0.5281706586760181
20,39624.21,184.978458,0.28768908662194215
21,45714.47,127.495766,-1.0509561028982644
22,27442.03,124.964303,-1.1099082961497284
23,79699.62,149.948316,-0.5280857047971815
24,28520.32,162.511928,-0.2355068748634973
25,12558.83,92.455141,-1.866975020280065
26,8762.23,222.649979,1.164975772648398
27,43882.72,139.981577,-0.7601890867604595
28,10482.52,200.132293,0.640588500684404
29,33442.79,257.651257,1.9800783851314638
30,43383.54,230.105118,1.3385895268468702
31,21793.88,147.489301,-0.5853507438233292
32,51960.51,230.105118,1.3385895268468702
33,25942.1,174.958118,0.05433745551954222
34,11211.59,267.664655,2.2132683523558807
35,8283.29,162.483267,-0.2361743263770214
36,10114.81,229.993134,1.3359816663294255
37,36229.21,140.00128,-0.7597302473211176
38,25397.44,184.964681,0.2873682506601193
39,50336.5,147.473844,-0.5857107032819852
40,38211.37,172.457857,-0.0038881119294389916
41,52887.26,107.481989,-1.517032853534441
42,12003.33,255.141716,1.9216367069380744
43,24090.62,192.456745,0.461841906716059
44,15137.93,242.632554,1.6303258974820913
45,54458.38,245.174977,1.6895333249747972
46,31716.91,184.964681,0.2873682506601193
47,37358.13,195.006206,0.5212132337151381
48,26534.16,104.962874,-1.5756974890841853
49,76430.83,92.488023,-1.866209270980749
50,4662.37,184.979684,0.28771763745951173
51,43820.85,187.656013,0.35004344052773684
52,38391.55,149.962093,-0.527764868835358
53,44137.6,169.944668,-0.06241474400166477
54,14364.65,160.00128,-0.2939743326467642
55,62359.91,129.962093,-0.9935207835097114
56,82634.86,114.950905,-1.3430982633741453
57,15690.25,142.515576,-0.7011778356590141
58,14568.7,220.14775,1.1067043748174135
59,29207.46,124.97808,-1.109587460187905
60,55319.23,164.964681,-0.1783876640142341
61,81831.49,194.976769,0.5205277108721246
62,31716.91,152.455519,-0.4696984734702173
63,69965.65,92.5018,-1.8658884350189253
64,34883.69,127.488728,-1.0511200024046383
65,45634.2,184.963371,0.2873377436477077
66,10964.73,265.146969,2.1546369950662405
67,22365.28,207.609354,0.8147127699409505
68,52636.6,152.462354,-0.4695393013863775
69,19048.13,200.132293,0.640588500684404
70,42784.82,212.655686,0.9322307187614737
71,77996.88,255.119794,1.9211261918800002
72,47507.3,134.950905,-0.877342348699792
73,7724.73,255.137219,1.9215319817206598
74,1509.52,214.966286,0.9860394995838015
75,81124.71,270.160419,2.271389194587447
76,11795.57,200.165175,0.6413542499837201
77,74794.84,149.937833,-0.528329830759858
78,19038.78,240.114868,1.5716945401924507
79,79167.77,127.495766,-1.0509561028982644
80,37428.26,187.609354,0.3489568552665972
81,45148.38,169.992756,-0.06129488048042159
82,74855.47,192.456745,0.461841906716059
83,45323.86,120.004928,-1.2254012081166343
84,71596.14,195.006206,0.5212132337151381
85,10389.95,139.95684,-0.7607651569635242
86,19657.14,114.983787,-1.3423325140748292
87,27827.03,207.638588,0.8153935653614302
88,15609.05,187.609354,0.3489568552665972
89,19815.63,134.950905,-0.877342348699792
90,58482.9,192.470522,0.4621627426778819
91,41656.53,222.628057,1.1644652575903236
92,31716.91,162.468917,-0.23650850624580042
93,15841.19,159.979358,-0.2944848477048392
94,81127.41,184.979684,0.28771763745951173
95,24270.88,245.145743,1.6888525295543177
96,54466.33,124.97808,-1.109587460187905
97,64816.84,187.484705,0.3460540548161849
98,31716.91,162.500692,-0.23576853653636196
99,40211.04,182.467607,0.22921690141614137
100,58077.38,222.660939,1.1652310068896399
101,43466.35,182.467607,0.22921690141614137
102,23289.77,220.161527,1.1070252107792369
103,49158.49,169.937833,-0.06257391608550461
104,3805.84,204.963371,0.7530936583220611
105,52616.27,204.963371,0.7530936583220611
106,30550.42,245.128318,1.6884467397136576
