,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Churn,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling
0,0.0009327633113097551,0.0,0.7042253521126761,0.2943730242888118,0.3297343465294053,0.33333333333333326,0.0,1.0,0.08162441612754492,0.43998464679767657,0.10695110858032117,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,0,0,1,1,1,0,1,1,0,0,0,1,1
1,0.2706050006477523,0.16666666666666666,0.1267605633802817,0.2228259468936762,0.6432880340389384,0.5,0.0,1.0,0.002203152318805522,0.7738723357742342,0.09216511350895276,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.6666666666666666,1,1,0,1,1,1,1,0,0,0,1,1,1
2,0.09672237336442543,0.6666666666666666,0.45070422535211274,0.09662666926955979,0.5635436732760795,0.25,0.0,1.0,0.20780405987081682,0.38047449728926985,0.27117970669046576,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0,1,1,0,1,1,0,0,0,0,0,1,1
3,0.35913978494623655,0.16666666666666666,0.4225352112676056,0.1938246951469224,0.9141753605344836,0.75,1.0,0.0,0.22658012928146212,0.19020688679923636,0.2868679834244005,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.33333333333333337,0,1,0,0,1,0,1,0,0,0,1,0,1
4,0.2940795439823811,0.0,0.9154929577464789,0.41448937820312104,0.3439841142350551,0.8333333333333333,1.0,1.0,0.009446783628353222,0.3329000714092144,0.016561310558048714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9999999999999999,1,0,1,0,0,0,0,0,0,1,1,0,0
5,0.45858271796864875,0.5,0.9154929577464789,0.23279474243408974,0.36703880095159364,0.75,0.5,1.0,0.08451854911825202,0.4997052667213302,0.12620182002821403,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0,0,1,0,1,1,1,1,1,0,0,1,0
6,0.0656302629874336,0.0,0.8591549295774649,0.11601199765405734,0.5997740285393813,0.33333333333333326,0.0,1.0,0.17234765150632433,0.5715994141997968,0.2501238747083258,0.4966520192508893,0.9999999999999999,0.49377304668475597,0.6666666666666666,0.4962413865107539,0.9999999999999999,0.9999999999999999,0.9999999999999999,1,1,0,0,1,0,0,0,0,1,1,1,0
7,0.5996113486202875,0.3333333333333333,0.16901408450704225,0.2755676082538701,0.3140016454007573,0.8333333333333333,0.0,0.0,0.04597240609318569,0.16638969263711678,0.11767101542385794,0.0,0.0,0.0,0.9999999999999999,0.0,0.33333333333333337,0.6666666666666666,0.9999999999999999,1,1,0,0,0,0,0,1,0,0,0,0,1
8,0.44951418577535945,0.3333333333333333,0.43661971830985913,0.608144627928007,0.14102377340745859,0.5012322062523695,1.0,0.0,0.10169755816178323,0.17836831726992763,0.16525628773421222,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.6666666666666666,0,0,1,0,1,0,1,1,0,0,0,0,1
9,0.5231506671848685,0.16666666666666666,0.9577464788732394,0.5204679949003606,0.3912104759569239,1.0,0.5,0.0,0.03411070711239301,0.39253602643607766,0.05044025798926385,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.33333333333333337,0.33333333333333337,0,0,1,0,1,0,1,0,1,0,0,1,1
10,0.014328280865397072,0.16666666666666666,0.07042253521126762,0.23196525283729785,0.44462239927661357,0.25,0.0,0.0,0.2572852756304484,0.4518914906326298,0.36742634507874855,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.49959931709696537,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0,0,0,0,1,1,1,1,0,0,1,0,0
11,0.8646197694001814,0.3333333333333333,0.5352112676056339,0.18774062371566053,0.22039238320604132,0.9166666666666665,0.5,1.0,0.1341108423959492,0.33296561950042447,0.14636763895762311,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,0,0,1,0,1,0,0,0,1,0,1,0,0
12,0.014354190957377898,0.0,0.9154929577464789,0.8693719782972134,0.35464099521253695,0.25,0.0,0.0,0.16917462858423604,0.2733840888486321,0.1486235519746458,0.4966520192508893,0.0,0.49377304668475597,0.6666666666666666,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0,0,1,0,1,0,0,0,0,0,1,0,0
13,0.07705661355097809,0.8333333333333333,0.15492957746478875,0.3272909276688201,0.1529532176117293,0.6666666666666665,0.5,0.0,0.22365042154653292,0.4995331488620275,0.2560425830772109,0.9999999999999999,0.5003663003663003,0.9999999999999999,0.0,0.6666666666666666,0.9999999999999999,0.6666666666666666,0.6666666666666666,0,0,1,1,1,1,1,0,0,1,1,0,1
14,0.21150408083948696,0.16666666666666666,0.16901408450704225,0.6668067582430137,0.6510115873292766,0.33333333333333326,0.5,0.0,0.1276065443689178,0.3805601280177011,0.20372580152688888,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.0,1,0,0,0,0,1,0,1,0,1,0,0,1
15,0.054178002331908275,0.5,0.295774647887324,0.925614190094183,0.5673923056762746,0.5833333333333333,0.5,0.0,0.18126663537558718,0.4647025194060912,0.24052456768232058,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.0,1,0,0,0,1,0,1,0,0,0,1,1,1
16,0.06757351988599558,0.0,0.6338028169014085,0.3266898346415097,0.796979643379927,0.5833333333333333,0.5,0.0,0.2081985089736307,0.5470861789544534,0.27341713431225023,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.33333333333333337,1,0,1,0,1,1,0,1,1,0,0,1,1
17,0.18777043658504985,0.3333333333333333,0.5915492957746479,0.45694067333896266,0.4858762418456805,0.8333333333333333,0.5,0.0,0.018353378974622046,0.5838000326184659,0.10374733938116551,0.0,0.0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,1,0,0,0,1,0,1,0,1,1,1,1,0
18,0.2451353802305998,0.5,0.6056338028169014,0.4060165854097266,0.46426389110101535,0.41666666666666663,0.5,0.0,0.22690027031705257,0.3449963895262572,0.23953680558100107,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.0,0.33333333333333337,0.9999999999999999,0,1,1,0,1,0,0,1,1,1,1,0,1
19,0.08226454203912423,0.5,0.07042253521126762,0.1997669708093742,0.5778412325210407,0.33333333333333326,0.5,0.0,0.16628256277697226,0.33288271498642763,0.2568116744414448,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,1,0,1,0,1,1,0,0,0,0,1,0,1
20,0.0017359761627153774,0.6666666666666666,0.2816901408450705,0.40979436274696485,0.6744526676560141,0.6666666666666665,0.0,0.0,0.27399885588788064,0.49956617744946885,0.3105333745871254,0.0,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,0.0,0.33333333333333337,0.33333333333333337,0,0,0,0,1,0,1,1,1,0,0,1,1
21,0.37408990801917347,0.5,0.16901408450704225,0.473339108806811,0.24601037685365673,1.0,0.5,0.0,0.019940171340949317,0.2260755235905354,0.06262587139573725,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.9999999999999999,0,0,0,1,1,0,1,0,1,0,0,0,0
22,0.009819924860733256,0.5,0.47887323943661975,0.2826875504671382,0.44726379705403746,0.8333333333333333,0.5,1.0,0.07960729034653138,0.21403135086651448,0.07961142271689281,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.0,0.33333333333333337,0.9999999999999999,0.9999999999999999,0,0,0,0,1,0,0,0,0,1,0,0,1
23,0.05676901152999093,0.3333333333333333,0.7042253521126761,0.8279344342207967,0.25647542871011547,0.25,0.0,0.0,0.10624735479273863,0.3329000714092144,0.11278309679727797,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.33333333333333337,0,0,1,0,1,0,0,0,0,1,1,0,1
24,0.24438398756315582,0.5,0.8028169014084506,0.29393824653411593,0.8159350258418512,0.75,0.5,0.0,0.06718586920857958,0.3926751157079391,0.10212891230045412,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,1,0,0,1,1,1,1,0,1,0,0,1,0
25,0.7660577795051172,0.16666666666666666,0.8309859154929579,0.12739875088257172,0.480525116189311,0.5,0.5,0.0,0.04447102886278037,0.059359541623725476,0.08835428247089785,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.9999999999999999,0.9999999999999999,1,0,0,1,1,0,0,0,0,0,0,0,0
26,0.07998445394481149,0.16666666666666666,0.4084507042253521,0.08778566656584107,0.9941548876197603,0.75,0.0,1.0,0.13247227190696859,0.6787994136060244,0.19289564792436836,0.9999999999999999,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.6666666666666666,1,0,1,0,1,0,1,0,1,0,1,1,0
27,0.1463920196916699,0.0,0.7323943661971831,0.45422693812852744,0.8992278582991824,0.5,0.0,0.0,0.005523488258774528,0.2854804069656749,0.03763048528824814,0.0,0.0,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1,0,1,0,1,0,0,1,1,0,1,0,1
28,0.04440989765513668,0.5,0.02816901408450706,0.10573488239559099,0.7896255303836628,0.5833333333333333,1.0,0.0,0.006058210451377796,0.5716649622910068,0.1576230096243268,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,0.6666666666666666,0.0,1,1,0,0,1,0,0,0,1,0,1,1,0
29,0.06757351988599558,0.6666666666666666,0.7183098591549296,0.34529846861613067,0.5521595141243225,1.0,0.5,0.0,0.06233333224683948,0.8453281907572111,0.22697579175268368,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.0,0.9999999999999999,0.9999999999999999,0.6666666666666666,1,0,0,1,1,1,1,1,1,0,1,1,1
30,0.2919030962559917,0.16666666666666666,0.3802816901408451,0.4490185781671869,0.21468252032417562,0.6666666666666665,0.0,0.0,0.142010671925795,0.7142694093348124,0.23416361984206938,0.33333333333333337,0.0,0.49377304668475597,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0,0,1,0,0,0,0,1,0,0,1,1,1
31,0.045679492162197174,0.0,0.3098591549295775,0.22375570561028157,0.03241179488994572,0.5833333333333333,1.0,0.0,0.03642198990861405,0.32120059115176713,0.048114748934151345,0.0,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337,0,0,0,1,1,1,0,1,0,1,0,0,0
32,0.017567042363000388,1.0,0.9014084507042254,0.538509237123113,0.39684173166105,0.25,0.0,0.0,0.052495500506246,0.7142694093348124,0.12258007258579454,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.0,0.9999999999999999,0.33333333333333337,0.9999999999999999,1,0,1,1,1,0,0,1,0,0,1,1,1
33,0.003471952325430755,0.8333333333333333,0.7887323943661971,0.26703753372605576,0.5954629251812469,0.16666666666666663,0.5,1.0,0.28027111268607746,0.4518914906326298,0.3605717911227879,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.4966924308892139,1,0,0,0,1,1,1,1,0,0,1,0,0
34,0.039253789350952195,0.6666666666666666,0.7183098591549296,0.11334187585889995,0.12431972997730573,0.75,0.5,0.0,0.03480429159485818,0.8929698489866088,0.1322640077450678,0.4966520192508893,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,0.4957059907513647,0.9999999999999999,0.9999999999999999,1,0,1,0,1,1,1,0,1,1,1,1,0
35,0.3653582070216349,0.16666666666666666,0.47887323943661975,0.08278848735216174,0.8206413717375349,0.41666666666666663,0.0,1.0,0.06307592446163186,0.3925387526505122,0.15056161134633675,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,1,0,1,0,1,1,1,1,0,1,0,0,1
36,0.1656173079414432,0.3333333333333333,0.11267605633802819,0.10189825824922186,0.5002354869613477,0.8333333333333333,0.5,1.0,0.03257414605865072,0.7137366128300534,0.10595957280940232,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.9999999999999999,0.0,0.6666666666666666,0.9999999999999999,0.9999999999999999,1,0,1,0,1,1,1,1,1,1,0,1,1
37,0.13102733514703976,0.16666666666666666,0.09859154929577468,0.374371505122959,0.4535074474082726,0.25,1.0,0.0,0.08678010104541067,0.28557414972833095,0.16926218377015,0.9999999999999999,0.5003663003663003,0.6666666666666666,0.0,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.33333333333333337,0,0,1,1,1,1,1,0,1,0,0,0,1
38,0.5298095608239409,0.16666666666666666,0.676056338028169,0.2613546431123618,0.5002354869613477,0.5,0.5,0.0,0.12461163466420132,0.4995006293582589,0.1368587721797395,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.9999999999999999,0,0,1,0,1,0,1,1,0,1,0,1,0
39,0.054955305091333076,0.16666666666666666,0.7605633802816901,0.5215645905811509,0.32928048390372494,0.33333333333333326,0.5,1.0,0.2118587338272167,0.32112704997111585,0.19627413697792317,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.49959931709696537,0.6666666666666666,0.6666666666666666,0.5015364201410714,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0
40,0.03010752688172043,0.5,0.04225352112676056,0.39505302838304723,0.6205335969345405,0.5,0.5,0.0,0.1152061009569424,0.43999577051381566,0.16486540391264715,0.9999999999999999,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.6666666666666666,0,0,0,0,1,0,0,1,1,0,1,0,1
41,0.0005441119315973572,0.5,0.5211267605633803,0.5481787903787971,0.3367329259649718,0.8333333333333333,1.0,0.0,0.028205808832067913,0.13085414881711865,0.10528913114667096,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.33333333333333337,0,0,1,0,1,0,1,0,0,1,0,0,1
42,0.023137712138878094,0.6666666666666666,0.323943661971831,0.12160275753643468,0.7148113810326797,0.41666666666666663,0.5,0.0,0.041183597855559494,0.8333883183348164,0.1385134172389106,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.4962413865107539,0.6666666666666666,0.33333333333333337,0.6666666666666666,1,0,1,0,1,1,1,0,0,1,1,1,0
43,0.17351988599559526,0.6666666666666666,0.1971830985915493,0.24771950355412814,0.35309795902888924,0.5833333333333333,0.0,0.0,0.2473180163158606,0.5351463065320589,0.2657542670333497,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0,0,1,1,1,1,0,0,0,1,0,1,1
44,0.9260525974867211,0.0,0.05633802816901412,0.15430864546226933,0.766108199531282,0.0,0.0,0.0,0.1098344075666015,0.7738723357742342,0.17951518744257766,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,1,0,1,0,1,1,1,0,0,0,1,1,1
